Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Djibouti,DJI,44.7890014648438,47.1990013122559,51.3120002746582,51.8580017089844,52.4049987792969,52.9449996948242,53.4729995727539,53.9790000915527,54.351001739502,54.7249984741211,54.8120002746582,54.9080009460449
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,"Egypt, Arab Rep.",EGY,21.3279991149902,19.9050006866455,22.632999420166,22.0400009155273,22.5049991607666,23.3859996795654,23.6889991760254,22.5520000457764,22.8500003814697,22.7339992523193,22.8339996337891,22.9349994659424
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,El Salvador,SLV,39.6469993591309,45.4039993286133,45.9259986877441,45.648998260498,46.560001373291,47.5279998779297,46.0999984741211,45.0970001220703,45.9410018920898,45.8800010681152,46.0880012512207,46.2919998168945
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Eswatini,SWZ,31.2210006713867,33.2309989929199,37.5439987182617,38.0929985046387,38.6640014648438,39.2330017089844,39.7639999389648,40.2490005493164,40.689998626709,41.0789985656738,41.3709983825684,41.6370010375977
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Ghana,GHA,71.5749969482422,72.7269973754883,66.5469970703125,65.9779968261719,65.3690032958984,64.7279968261719,64.0640029907227,63.3819999694824,63.5480003356934,63.734001159668,63.6290016174316,63.5050010681152
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Honduras,HND,44.0390014648438,44.8499984741211,44.5169982910156,41.6119995117188,40.4930000305176,44.1360015869141,46.8740005493164,47.1959991455078,46.5810012817383,47.1349983215332,47.2239990234375,47.318000793457
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,India,IND,30.3819999694824,30.3810005187988,25.8290004730225,24.3889999389648,23.0179996490479,23.1860008239746,23.3500003814697,23.5009994506836,23.6569995880127,23.7959995269775,23.6049995422363,23.4130001068115
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Indonesia,IDN,44.4790000915527,51.0550003051758,51.1220016479492,51.0460014343262,51.6020011901855,50.8759994506836,50.765998840332,50.7630004882813,50.9220008850098,52.1710014343262,52.2430000305176,52.3089981079102
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Kenya,KEN,68.5240020751953,68.5,61.681999206543,61.9770011901855,62.2610015869141,62.5369987487793,62.8030014038086,63.064998626709,63.3349990844727,63.5900001525879,63.5890007019043,63.5839996337891
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Kyrgyz Republic,KGZ,50.1469993591309,55.1879997253418,52.1570014953613,52.6230010986328,51.5579986572266,49.1870002746582,50.3209991455078,49.8339996337891,48.3559989929199,48.2529983520508,48.0250015258789,47.7379989624023
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Lao PDR,LAO,79.9599990844727,79.0609970092773,76.8369979858398,76.7969970703125,76.7770004272461,76.7620010375977,76.7490005493164,76.7229995727539,76.6890029907227,76.6579971313477,76.7519989013672,76.8150024414063
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Lesotho,LSO,67.4140014648438,68.1890029907227,60.6590003967285,60.0200004577637,59.3880004882813,58.773998260498,59.023998260498,59.2879981994629,59.5099983215332,59.765998840332,59.7919998168945,59.8170013427734
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Mauritania,MRT,28.7999992370605,29.7819995880127,28.1580009460449,28.1009998321533,28.0650005340576,28.2849998474121,28.5189990997314,28.7670001983643,28.92799949646,29.1310005187988,29.1760005950928,29.2180004119873
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Moldova,MDA,45.8540000915527,50.173999786377,38.5839996337891,39.1720008850098,38.015998840332,38.4939994812012,38.2599983215332,41.2569999694824,39.9739990234375,39.2760009765625,38.8629989624023,38.4389991760254
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Mongolia,MNG,50.8849983215332,54.3300018310547,53.1339988708496,53.8880004882813,53.7840003967285,53.7099990844727,53.9529991149902,53.7350006103516,52.6629981994629,53.3240013122559,53.2919998168945,53.1599998474121
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Morocco,MAR,23.4330005645752,24.9400005340576,25.568000793457,25.5400009155273,24.7959995269775,24.6100006103516,23.8190002441406,23.0359992980957,22.2679996490479,21.5090007781982,21.4309997558594,21.3409996032715
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Myanmar,MMR,61.7910003662109,59.2449989318848,53.5559997558594,53.2509994506836,52.890998840332,52.4980010986328,52.117000579834,51.7620010375977,49.8050003051758,47.9210014343262,47.7239990234375,47.5470008850098
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Nicaragua,NIC,37.0060005187988,38.5629997253418,47.0620002746582,47.5250015258789,47.9889984130859,48.4490013122559,48.8969993591309,49.4529991149902,49.9720001220703,50.443000793457,50.6809997558594,50.8969993591309
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Nigeria,NGA,47.1349983215332,47.5289993286133,49.2019996643066,49.5410003662109,49.8889999389648,50.2389984130859,50.2859992980957,50.3680000305176,50.390998840332,50.4739990234375,50.5499992370605,50.6230010986328
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Pakistan,PAK,13.9619998931885,16.056999206543,21.7360000610352,22.0919990539551,22.3490009307861,22.621000289917,22.9589996337891,23.9190006256104,23.8120002746582,23.6959991455078,23.9009990692139,24.0960006713867
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Papua New Guinea,PNG,71.1529998779297,70.5080032348633,47.1349983215332,47.1609992980957,47.0550003051758,46.9729995727539,46.6150016784668,46.3689994812012,46.3359985351563,46.3030014038086,46.0169982910156,45.7350006103516
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Philippines,PHL,47.2610015869141,47.7410011291504,48.4900016784668,49.257999420166,48.8409996032715,48.7770004272461,49.556999206543,49.0719985961914,48.6220016479492,45.5099983215332,45.7099990844727,45.8969993591309
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Sao Tome and Principe,STP,36.048999786377,38.8429985046387,41.4970016479492,41.8120002746582,42.0779991149902,42.318000793457,42.5540008544922,42.7970008850098,43.0410003662109,43.2949981689453,43.2470016479492,43.1990013122559
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Senegal,SEN,31.3589992523193,32.7779998779297,34.3209991455078,34.4169998168945,34.515998840332,34.617000579834,34.7159996032715,34.8129997253418,34.9370002746582,35.1030006408691,35.2000007629395,35.2859992980957
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Solomon Islands,SLB,62.5730018615723,63.2750015258789,63.3139991760254,62.8310012817383,62.6990013122559,62.6360015869141,62.6389999389648,62.5470008850098,62.5029983520508,62.4529991149902,62.4059982299805,62.3549995422363
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Sudan,SDN,23.4479999542236,26.5990009307861,23.0069999694824,23.173999786377,23.3740005493164,23.5890007019043,23.8250007629395,24.0839996337891,24.3309993743896,24.6000003814697,24.5310001373291,24.4640007019043
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Timor-Leste,TLS,42.9230003356934,39.5950012207031,26.4689998626709,26.1800003051758,25.9130001068115,25.6809997558594,25.4500007629395,25.2700004577637,25.1599998474121,25.2019996643066,25.0340003967285,24.8509998321533
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Tunisia,TUN,22.4009990692139,23.1889991760254,24.4599990844727,24.4459991455078,25.2450008392334,25.1429996490479,24.9330005645752,24.7269992828369,24.4680004119873,24.2259998321533,24.0799999237061,23.9090003967285
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Ukraine,UKR,54.5970001220703,50.7799987792969,48.4099998474121,48.2509994506836,47.4850006103516,48.3769989013672,47.0400009155273,47.3600006103516,47.0750007629395,46.9379997253418,46.6790008544922,46.3969993591309
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Uzbekistan,UZB,49.9169998168945,51.7890014648438,52.7360000610352,52.8650016784668,52.9970016479492,53.1290016174316,53.2449989318848,53.3279991149902,53.3779983520508,53.4199981689453,53.4129981994629,53.3559989929199
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Vanuatu,VUT,61.3880004882813,60.7410011291504,61.2410011291504,61.3230018615723,61.3540000915527,61.3790016174316,61.4119987487793,61.5849990844727,61.5279998779297,61.484001159668,61.507999420166,61.5330009460449
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Vietnam,VNM,72.6890029907227,72.052001953125,71.3050003051758,71.4599990844727,71.9690017700195,72.9020004272461,73.1949996948242,72.9459991455078,72.6429977416992,72.697998046875,72.6490020751953,72.5410003662109
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,West Bank and Gaza,PSE,11.246000289917,13.0950002670288,14.7550001144409,16.6149997711182,17.4150009155273,17.2749996185303,19.4209995269775,19.0419998168945,19.238000869751,18.9829998016357,19.2479991912842,19.4899997711182
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Zambia,ZMB,73.8960037231445,73.7969970703125,71.0599975585938,70.5429992675781,70.0210037231445,70.1559982299805,70.2959976196289,70.4449996948242,70.5859985351563,70.7330017089844,70.7529983520508,70.7850036621094
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Zimbabwe,ZWE,73.0469970703125,72.0380020141602,77.3619995117188,77.4929962158203,77.6490020751953,77.7969970703125,77.9359970092773,78.0690002441406,78.2190017700195,78.3870010375977,78.568000793457,78.7330017089844
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 10/28/2019,,,,,,,,,,,,,,,
